siteid,sitename,Gage_Statu,operator,datasource,sitestatus,stage_yn,stage_por,stage_stat,stage_real,flow_yn,flow_por,flow_statu,flow_realt,watqual_yn,watqual_po,watqual_st,watqual_re,temp_yn,temp_por,temp_statu,temp_realt,strmorder,ucdstrmcla,streamtype,totdasqkm,totdasqmi,weblink,gnisid_med,rchcd_medr,comid_medr,wtrshdnm_h,huc8,wtrshdnm_1,huc10,wtrshdnm_2,huc12,GageGap_St,Reactivate,Gage_Histo,AddFlow_2s,AddFlow_2W,AddTelemet,AddTemp_2F,Infrastruc,waterbody,Tier,Primary_Be,SB19_Actio,CNRFC,reference_,refpotenti,ecosysmgmt,wtrsupply,wtrquality,pubsafety,geometry,siteid_str
11074500,SANTA ANA R A COUNTY LINE BL PRADO DAM CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,12893,Inactive,N,N,0,,N,N,0,,N,6,Rain and seasonal groundwater (RGW),Canal/Ditch,5735.0196,2214.3025376,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11074500,273539,18070203002415,22560768,Santa Ana,18070203,Lower Santa Ana River,1807020310,Aliso Creek-Santa Ana River,180702031001,exclude,Y,1,N,N,N,N,,,0,multi-benefit,None,,,,B,,B,,POINT (215336.0540000014 -457912.2153000003),11074500
11075600,SANTA ANA R A IMPERIAL HWY NR ANAHEIM CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,3286,Inactive,N,Y,2189,Inactive,N,Y,443,Inactive,N,6,Rain and seasonal groundwater (RGW),Canal/Ditch,5816.7954,2245.87633753,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11075600,273539,18070203002257,22563160,Santa Ana,18070203,Lower Santa Ana River,1807020310,Walnut Canyon-Santa Ana River,180702031002,exclude,Y,2,N,N,N,N,,,0,NA,None,,,,,,,,POINT (204383.69139999896 -459701.7591000004),11075600
11075610,SANTA ANA R AB SPRD DIV BL IMPERIAL HWY NR ANAHEIM,Inactive,USGS,NWIS,Inactive,Y,24,Inactive,N,Y,1095,Inactive,N,Y,64,Inactive,N,Y,65,Inactive,N,6,Rain and seasonal groundwater (RGW),Canal/Ditch,5816.7954,2245.87633753,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11075610,273539,18070203002257,22563160,Santa Ana,18070203,Lower Santa Ana River,1807020310,Walnut Canyon-Santa Ana River,180702031002,exclude,Y,3,N,N,N,N,,,0,NA,None,,,,,,,,POINT (203747.1026000008 -459784.27660000045),11075610
11075730,CARBON C A OLINDA CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,2467,Inactive,N,N,0,,N,N,0,,N,3,Rain and seasonal groundwater (RGW),Stream/River - Intermittent,57.7143,22.28360666,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11075730,240229,18070106000768,22527369,San Gabriel,18070106,Lower San Gabriel River,1807010606,Carbon Creek,180701060605,exclude,Y,3,N,N,N,N,,,0,,None,,,,,,,,POINT (199302.09120000154 -456235.1235999996),11075730
11075740,CARBON C NR YORBA LINDA CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,4382,Inactive,N,N,0,,N,N,0,,N,3,Rain and seasonal groundwater (RGW),Stream/River - Intermittent,57.7143,22.28360666,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11075740,240229,18070106000768,22527369,San Gabriel,18070106,Lower San Gabriel River,1807010606,Carbon Creek,180701060605,exclude,Y,2,N,N,N,N,,,0,,None,,,,,,,,POINT (199319.6873999983 -456185.4844000004),11075740
11075755,SANTA ANA R A BALL RD AT ANAHEIM CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,4230,Inactive,N,Y,1460,Inactive,N,Y,40,Inactive,N,6,Rain and seasonal groundwater (RGW),Canal/Ditch,0.0,0.0,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11075755,273539,18070203002259,22560942,Seal Beach,18070201,Bolsa Chica Channel-Frontal Hunington Harbour,1807020100,Anaheim Bay,180702010001,exclude,Y,2,N,N,N,N,,,0,NA,None,,,,,,,,POINT (198411.0487000011 -464284.8230999997),11075755
11101000,EATON C NR PASADENA CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,17773,Inactive,N,N,0,,N,N,0,,N,2,Rain and seasonal groundwater (RGW),Stream/River - Intermittent,21.3426,8.24042055,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11101000,241810,18070105000028,22514928,Los Angeles,18070105,Rio Hondo,1807010503,Eaton Wash,180701050301,exclude,Y,1,N,N,N,N,,,0,NA,None,,,,,,,,POINT (174679.31720000133 -422933.3485000003),11101000
11075760,SANTA ANA R NR KATELLA AVENUE A ORANGE CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,1003,Inactive,N,Y,1003,Inactive,N,Y,51,Inactive,N,6,Rain and seasonal groundwater (RGW),Connector,5857.4754,2261.58296689,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11075760,273539,18070203000039,24843730,Santa Ana,18070203,Lower Santa Ana River,1807020310,Walnut Canyon-Santa Ana River,180702031002,exclude,Y,2,N,N,N,N,,,0,NA,None,,,,,,,,POINT (196729.47720000148 -465907.04949999973),11075760
11077000,SANTIAGO C NR VILLA PARK CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,15704,Inactive,N,N,0,,N,N,0,,N,4,Rain and seasonal groundwater (RGW),Stream/River - Intermittent,220.3101,85.06217023,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11077000,,18070203002213,22563182,Santa Ana,18070203,Santiago Creek,1807020309,Lower Santiago Creek,180702030902,exclude,Y,1,N,N,N,N,,,0,flood,None,,,,,,B,B,POINT (205785.30420000106 -463436.55119999964),11077000
11077001,SANTIAGO C + DIV NR VILLA PARK CA,Infrastructure_Eliminate,USGS,NWIS,Inactive,N,0,,N,Y,4016,Inactive,N,N,0,,N,N,0,,N,4,Rain and seasonal groundwater (RGW),Stream/River - Intermittent,220.3101,85.06217023,https://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11077001,,18070203002213,22563182,Santa Ana,18070203,Santiago Creek,1807020309,Lower Santiago Creek,180702030902,exclude,N,4,N,N,N,N,Y,,0,flood,None,,,,,,B,B,POINT (205785.30420000106 -463436.55119999964),11077001
11078100,SANTA ANA R ADAMS ST NR COSTA MESA CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,1460,Inactive,N,Y,1460,Inactive,N,Y,71,Inactive,N,6,Rain and seasonal groundwater (RGW),Stream/River - Intermittent,6113.9781,2360.61917237,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11078100,273539,18070203000002,22563212,Santa Ana,18070203,Lower Santa Ana River,1807020310,Greenville Banning Channel-Santa Ana River,180702031003,exclude,Y,2,N,N,N,N,,,0,,None,,,,,,,,POINT (190550.25039999932 -480486.6409),11078100
11080000,EF SAN GABRIEL R A CAMP BONITA CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,1826,Inactive,N,Y,3,Inactive,N,Y,2,Inactive,N,4,Low-volume snowmelt and rain (LSR),Stream/River - Perennial,150.6807,58.17811963,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11080000,1654998,18070106000091,22524643,San Gabriel,18070106,Upper San Gabriel River,1807010603,Iron Fork-San Gabriel River,180701060303,exclude,Y,3,N,N,N,N,,,1,flood,None,,,,,,B,B,POINT (205449.08350000158 -418148.0621999996),11080000
11080500,EF SAN GABRIEL R NR CAMP BONITA CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,17104,Inactive,N,N,0,,N,N,0,,N,4,Low-volume snowmelt and rain (LSR),Stream/River - Perennial,219.5487,84.76819217,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11080500,1654998,18070106000086,22522855,San Gabriel,18070106,Upper San Gabriel River,1807010603,Iron Fork-San Gabriel River,180701060303,exclude,Y,1,N,N,N,N,,,1,flood,Reactivate,,,,,,B,B,POINT (201997.16930000111 -417675.8689000001),11080500
11080880,WF SAN GABRIEL R BL COGSWELL DAM CA,Not_a_Gage,USGS,NWIS,Inactive,N,0,,N,Y,99,Inactive,N,Y,3,Inactive,N,Y,3,Inactive,N,3,Low-volume snowmelt and rain (LSR),Stream/River - Intermittent,103.5756,39.99074631,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11080880,274442,18070106000136,22524651,San Gabriel,18070106,West Fork San Gabriel River,1807010602,Lower West Fork San Gabriel River,180701060205,exclude,N,0,N,N,N,N,,,0,flood,None,,,,,,B,B,POINT (187986.0463999994 -417050.25659999996),11080880
11081000,BEAR C NR CAMP RINCON CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,2343,Inactive,N,N,0,,N,N,0,,N,4,Low-volume snowmelt and rain (LSR),Stream/River - Perennial,72.9306,28.15865052,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11081000,239089,18070106000112,22524629,San Gabriel,18070106,West Fork San Gabriel River,1807010602,Bear Creek,180701060203,exclude,Y,3,N,N,N,N,,,0,NA,None,,,,,,,,POINT (194640.54729999974 -417198.0116999997),11081000
11081500,NF SAN GABRIEL R A CAMP RINCON CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,2556,Inactive,N,N,0,,N,N,0,,N,3,Low-volume snowmelt and rain (LSR),Stream/River - Perennial,48.7458,18.82085087,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11081500,272699,18070106000175,22524631,San Gabriel,18070106,West Fork San Gabriel River,1807010602,North Fork San Gabriel River,180701060204,exclude,Y,3,N,N,N,N,,,1,flood,Reactivate,,,,,,B,B,POINT (196564.08799999952 -416519.41500000004),11081500
11082000,WF SAN GABRIEL R A CAMP RINCON CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,18627,Inactive,N,N,0,,N,N,0,,N,4,Low-volume snowmelt and rain (LSR),Stream/River - Perennial,266.1327,102.75436774,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11082000,274442,18070106000110,22524649,San Gabriel,18070106,West Fork San Gabriel River,1807010602,Lower West Fork San Gabriel River,180701060205,exclude,Y,1,N,N,N,N,,,1,flood,None,,,,,,B,B,POINT (196789.0185999982 -417173.10280000046),11082000
11083500,SAN GABRIEL R NR AZUSA CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,26295,Inactive,N,N,0,,N,N,0,,N,5,Low-volume snowmelt and rain (LSR),Stream/River - Intermittent,550.3257,212.48185342,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11083500,1654998,18070106000068,22524699,San Gabriel,18070106,Lower San Gabriel River,1807010606,Santa Fe Flood Control Basin-San Gabriel River,180701060601,exclude,Y,1,N,N,N,N,,,1,flood,None,,,,,,B,B,POINT (194569.3396999985 -425154.25989999995),11083500
11084000,ROGERS C NR AZUSA CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,16435,Inactive,N,N,0,,N,N,0,,N,2,Rain and seasonal groundwater (RGW),Stream/River - Intermittent,17.3844,6.71215161,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11084000,,18070106000538,22524683,San Gabriel,18070106,Lower San Gabriel River,1807010606,Santa Fe Flood Control Basin-San Gabriel River,180701060601,exclude,Y,1,N,N,N,N,,,0,flood,None,,,,,,B,B,POINT (192947.88259999827 -425701.76290000044),11084000
11084500,FISH C NR DUARTE CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,22766,Inactive,N,N,0,,N,N,0,,N,3,Rain and seasonal groundwater (RGW),Stream/River - Intermittent,17.3601,6.70276933,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11084500,,18070106000659,22524697,San Gabriel,18070106,Lower San Gabriel River,1807010606,Santa Fe Flood Control Basin-San Gabriel River,180701060601,exclude,Y,1,N,N,N,N,,,0,flood,None,,,,,,B,B,POINT (191333.251600001 -425674.38800000027),11084500
11084950,SANTA FE DIV CHANNEL CA,Infrastructure_Eliminate,USGS,NWIS,Inactive,N,0,,N,Y,104,Inactive,N,N,0,,N,N,0,,N,0,Low-volume snowmelt and rain (LSR),Canal/Ditch,0.0,0.0,https://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11084950,,18070105000601,22518000,Los Angeles,18070105,Rio Hondo,1807010503,Santa Anita Wash-Rio Hondo,180701050302,exclude,N,0,N,N,N,N,Y,,0,,None,,,,,,,,POINT (187043.90190000087 -431677.02240000013),11084950
11085560,PUDDINGSTONE C BL PUDDINGSTONE DAM NR SAN DIMAS CA,Not_a_Gage,USGS,NWIS,Inactive,N,0,,N,Y,77,Inactive,N,N,0,,N,N,0,,N,2,Rain and seasonal groundwater (RGW),Stream/River - Intermittent,87.4719,33.77307553,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11085560,,18070106000708,22524743,San Gabriel,18070106,Walnut Creek,1807010604,Big Dalton Wash,180701060402,exclude,N,0,N,N,N,N,,,0,flood,None,,,,,,B,B,POINT (201911.29690000042 -433539.3459000001),11085560
11086000,DALTON C NR GLENDORA CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,15644,Inactive,N,N,0,,N,N,0,,N,2,Rain and seasonal groundwater (RGW),Stream/River - Intermittent,19.62,7.57532124,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11086000,269822,18070106000045,22523091,San Gabriel,18070106,Walnut Creek,1807010604,Big Dalton Wash,180701060402,exclude,Y,1,N,N,N,N,,,1,flood,None,,,,,,B,B,POINT (200155.76000000164 -426383.3392000003),11086000
11086300,SAN DIMAS C BL SAN DIMAS DAM CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,8034,Inactive,N,N,0,,N,N,0,,N,3,Rain and seasonal groundwater (RGW),Stream/River - Intermittent,42.2802,16.32446978,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11086300,,18070106000778,22524711,San Gabriel,18070106,Walnut Creek,1807010604,San Dimas Wash,180701060401,exclude,Y,2,N,N,N,N,,,0,NA,None,,,,,,,,POINT (205358.49300000072 -426805.4979999997),11086300
11086400,SAN DIMAS C NR SAN DIMAS CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,14517,Inactive,N,N,0,,N,N,0,,N,3,Rain and seasonal groundwater (RGW),Stream/River - Intermittent,48.4173,18.69401636,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11086400,273464,18070106000196,22523137,San Gabriel,18070106,Walnut Creek,1807010604,San Dimas Wash,180701060401,exclude,Y,1,N,N,N,N,,,0,NA,None,,,,,,,,POINT (204987.83460000157 -427664.83220000006),11086400
11086500,LITTLE DALTON C NR GLENDORA CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,11594,Inactive,N,N,0,,N,N,0,,N,1,,Stream/River - Intermittent,8.5077,3.28483999,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11086500,,18070106000587,22524703,San Gabriel,18070106,Walnut Creek,1807010604,Big Dalton Wash,180701060402,exclude,Y,1,N,N,N,N,,,1,flood,None,,,,,,B,B,POINT (199245.39130000025 -425327.8306999998),11086500
11086990,SAN JOSE C NR EL MONTE CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,5112,Inactive,N,N,0,,N,N,0,,N,3,Rain and seasonal groundwater (RGW),Stream/River - Intermittent,216.1035,83.43799356,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11086990,,18070106000030,22520999,San Gabriel,18070106,San Jose Creek,1807010605,Lower San Jose Creek,180701060502,exclude,Y,2,N,N,N,N,,,0,NA,None,,,,,,,,POINT (183492.26199999824 -440688.6412000004),11086990
11087195,SAN JOSE C NR WHITTIER CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,13056,Inactive,N,N,0,,N,N,0,,N,1,,Stream/River - Intermittent,4.1724,1.61097198,https://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11087195,,18070106000338,22521007,San Gabriel,18070106,Lower San Gabriel River,1807010606,Coyote Creek-San Gabriel River,180701060606,exclude,Y,1,N,N,N,N,,,0,,None,,,,,,,,POINT (181311.57200000063 -441743.93460000027),11087195
11087500,SAN GABRIEL R A PICO CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,18261,Inactive,N,N,0,,N,N,0,,N,5,Rain and seasonal groundwater (RGW),Stream/River - Intermittent,1148.1642,443.30849395,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11087500,1654998,18070106000026,22521027,San Gabriel,18070106,Lower San Gabriel River,1807010606,Coyote Creek-San Gabriel River,180701060606,exclude,Y,1,N,N,N,N,,,0,NA,None,,,,,,,,POINT (178793.07889999822 -442967.5390999997),11087500
11088000,SAN GABRIEL R A SPRING ST NR LOS ALAMITOS CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,15209,Inactive,N,N,0,,N,N,0,,N,5,Rain and seasonal groundwater (RGW),Stream/River - Intermittent,1186.2684,458.02060178,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11088000,1654998,18070106000026,22525157,San Gabriel,18070106,Lower San Gabriel River,1807010606,Coyote Creek-San Gabriel River,180701060606,exclude,Y,1,N,N,N,N,,,0,,None,,,,,,,,POINT (176783.5342000015 -465226.65890000015),11088000
11089000,BREA C A FULLERTON CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,14244,Inactive,N,N,0,,N,N,0,,N,2,Rain and seasonal groundwater (RGW),Stream/River - Intermittent,68.3649,26.39582462,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11089000,239661,18070106000017,22525745,San Gabriel,18070106,Lower San Gabriel River,1807010606,Brea Creek-Coyote Creek,180701060603,exclude,Y,1,N,N,N,N,,,0,NA,None,,,,,,,,POINT (191830.55530000106 -458015.24760000035),11089000
11090000,FULLERTON C A FULLERTON CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,10471,Inactive,N,N,0,,N,N,0,,N,2,Rain and seasonal groundwater (RGW),Stream/River - Intermittent,36.1737,13.96673792,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11090000,242539,18070106000624,22525749,San Gabriel,18070106,Lower San Gabriel River,1807010606,Fullerton Creek,180701060604,exclude,Y,1,N,N,N,N,,,0,NA,None,,,,,,,,POINT (193611.54839999974 -458159.4326999998),11090000
11090200,FULLERTON C A RICHMAN AVE AT FULLERTON CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,7669,Inactive,N,N,0,,N,N,0,,N,2,Rain and seasonal groundwater (RGW),Stream/River - Intermittent,36.1737,13.96673792,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11090200,242539,18070106000624,22525749,San Gabriel,18070106,Lower San Gabriel River,1807010606,Fullerton Creek,180701060604,exclude,Y,2,N,N,N,N,,,0,,None,,,,,,,,POINT (191208.5412000008 -459276.2084999997),11090200
11090500,COYOTE C NR ARTESIA CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,12294,Inactive,N,N,0,,N,N,0,,N,4,Rain and seasonal groundwater (RGW),Stream/River - Intermittent,321.3846,124.08723683,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11090500,241042,18070106000012,22524985,San Gabriel,18070106,Lower San Gabriel River,1807010606,Coyote Creek-San Gabriel River,180701060606,exclude,Y,1,N,N,N,N,,,0,,None,,,,,,,,POINT (179516.6554000005 -462203.1107999999),11090500
11090700,COYOTE C A LOS ALAMITOS CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,5780,Inactive,N,N,0,,N,N,0,,N,4,Rain and seasonal groundwater (RGW),Stream/River - Intermittent,503.0712,194.23679646,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11090700,241042,18070106000002,22525001,San Gabriel,18070106,Lower San Gabriel River,1807010606,Coyote Creek-San Gabriel River,180701060606,exclude,Y,2,N,N,N,N,,,0,NA,None,,,,,,,,POINT (178200.82009999827 -465401.0346999997),11090700
11092000,LIMEKILN C AB ALISO C NR CHATSWORTH CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,334,Inactive,N,N,0,,N,N,0,,N,2,Rain and seasonal groundwater (RGW),Stream/River - Intermittent,25.9326,10.01262873,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11092000,,18070105000641,22514716,Los Angeles,18070105,Upper Los Angeles River,1807010502,Aliso Canyon Wash,180701050203,exclude,Y,3,N,N,N,N,,,0,NA,None,,,,,,,,POINT (133343.6900999993 -419367.2455000002),11092000
11093000,PACOIMA C NR SAN FERNANDO CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,22947,Inactive,N,N,0,,N,N,0,,N,3,Low-volume snowmelt and rain (LSR),Stream/River - Intermittent,76.3695,29.48641669,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11093000,247094,18070105000120,22514292,Los Angeles,18070105,Upper Los Angeles River,1807010502,Lower Pacoima Wash,180701050206,exclude,Y,1,N,N,N,N,,,0,NA,None,,,,,,,,POINT (147315.2498999983 -407781.94579999987),11093000
11093490,NF MILL C NR LA CANADA CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,2664,Inactive,N,N,0,,N,N,0,,N,2,Low-volume snowmelt and rain (LSR),Stream/River - Intermittent,15.003,5.79268831,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11093490,272694,18070105000410,22514320,Los Angeles,18070105,Big Tujunga Creek,1807010501,Mill Creek,180701050102,exclude,Y,3,N,N,N,N,,,0,NA,None,,,,,,,,POINT (171636.87220000103 -409267.2346999999),11093490
11093500,MILL C NR COLBY RANCH CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,1399,Inactive,N,N,0,,N,N,0,,N,3,Low-volume snowmelt and rain (LSR),Stream/River - Perennial,57.2481,22.10360591,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11093500,272466,18070105000161,22514358,Los Angeles,18070105,Big Tujunga Creek,1807010501,Mill Creek,180701050102,exclude,Y,3,N,N,N,N,,,0,NA,None,,,,,,,,POINT (171473.1237999983 -409319.3821999999),11093500
11094000,BIG TUJUNGA C BL MILL C NR COLBY RANCH CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,8642,Inactive,N,N,0,,N,N,0,,N,4,Low-volume snowmelt and rain (LSR),Stream/River - Perennial,170.3457,65.77081546,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11094000,252292,18070105000083,22514414,Los Angeles,18070105,Big Tujunga Creek,1807010501,Upper Big Tujunga Creek,180701050103,exclude,Y,2,N,N,N,N,,,0,NA,None,,,,,,,,POINT (170600.2520999983 -410223.7383000003),11094000
11094500,BIG TUJUNGA C NR COLBY RANCH CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,7152,Inactive,N,N,0,,N,N,0,,N,4,Low-volume snowmelt and rain (LSR),Stream/River - Perennial,175.2003,67.64518623,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11094500,252292,18070105000082,22514424,Los Angeles,18070105,Big Tujunga Creek,1807010501,Upper Big Tujunga Creek,180701050103,exclude,Y,2,N,N,N,N,,,0,NA,None,,,,,,,,POINT (169516.29940000176 -410618.06879999954),11094500
11095000,FOX C NR COLBY RANCH CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,2556,Inactive,N,N,0,,N,N,0,,N,2,Low-volume snowmelt and rain (LSR),Stream/River - Perennial,24.6096,9.50181578,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11095000,271191,18070105000351,22514428,Los Angeles,18070105,Big Tujunga Creek,1807010501,Upper Big Tujunga Creek,180701050103,exclude,Y,3,N,N,N,N,,,0,NA,None,,,,,,,,POINT (167660.8973999992 -410380.33100000024),11095000
11095500,BIG TUJUNGA C NR SUNLAND CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,22248,Inactive,N,Y,2,Inactive,N,Y,2,Inactive,N,4,Low-volume snowmelt and rain (LSR),Stream/River - Perennial,274.4001,105.94642741,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11095500,252292,18070105000066,22514458,Los Angeles,18070105,Big Tujunga Creek,1807010501,Lower Big Tujunga Creek,180701050105,exclude,Y,1,N,N,N,N,,,2,ecosystem,Reactivate,,,,B,,,,POINT (159248.06190000102 -411371.73259999976),11095500
11096000,HAINES C NR TUJUNGA CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,15918,Inactive,N,N,0,,N,N,0,,N,1,,Stream/River - Intermittent,17.676,6.82473895,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11096000,,18070105000336,22515766,Los Angeles,18070105,Big Tujunga Creek,1807010501,Lower Big Tujunga Creek,180701050105,exclude,Y,1,N,N,N,N,,,2,ecosystem,None,,,,B,,,,POINT (159169.8198999986 -415527.5042000003),11096000
11096500,LITTLE TUJUNGA C NR SAN FERNANDO CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,16435,Inactive,N,N,0,,N,N,0,,N,3,"Flashy, ephemeral rain (FER)",Stream/River - Intermittent,55.8018,21.54518658,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11096500,,18070105000446,22515740,Los Angeles,18070105,Big Tujunga Creek,1807010501,Little Tujunga Creek,180701050104,exclude,Y,1,N,N,N,N,,,0,NA,None,,,,,,,,POINT (149788.70760000125 -414432.46750000026),11096500
11097500,LOS ANGELES R A LOS ANGELES CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,18261,Inactive,N,Y,58,Inactive,N,Y,44,Inactive,N,5,Rain and seasonal groundwater (RGW),Stream/River - Perennial,1316.88,508.45000176,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11097500,245154,18070105000050,22515824,Los Angeles,18070105,Upper Los Angeles River,1807010502,Scholl Canyon-Los Angeles River,180701050210,exclude,Y,1,N,N,N,N,,,0,NA,None,,,,,,,,POINT (163606.12070000172 -435606.3454999998),11097500
11098500,LOS ANGELES R NR DOWNEY CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,18475,Inactive,N,N,0,,N,N,0,,N,5,Rain and seasonal groundwater (RGW),Stream/River - Perennial,1594.701,615.7172455,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11098500,245154,18070105000035,22518268,Los Angeles,18070105,Lower Los Angeles River,1807010504,Chavez Ravine-Los Angeles River,180701050401,exclude,Y,1,N,N,N,N,,,0,NA,None,,,,,,,,POINT (168863.12900000066 -450162.5345999999),11098500
